"radio_name","radio_url","radio_city","radio_country","radio_tags","mp3_bitrate","mp3_url","aac_bitrate","aac_url"
"Radio c.t.","http://www.radioct.de/","Bochum","Germany","Student radio",192,"http://live.radioct.de:8008/listen.pls",,
"Radio Cabin","http://www.radiocabin.co.uk/","Herne Bay","United Kingdom","None",128,"http://67.159.45.87:8371/stream.m3u",,
"Radio Cafè","http://www.radiocafe.it/","Padua","Italy","Oldies/Easy Listening",128,"http://94.23.29.154:8017/listen.pls",,
"Radio Cafe 98.6","http://www.radiocafe.hu/","Budapest","Hungary","Variety",160,"http://www.savetofile.net:7100/RadioCafe.mp3.m3u",,
"Radio Campus","http://radiocampus.ulb.ac.be/","Brussels","Belgium","Student Radio",128,"http://radiocampus.ulb.ac.be/streaming/streamstereo.pls",,
"Radio Campus","http://www.radiocampus.se/","Örebro","Sweden","Student radio",128,"http://130.243.117.157:8000/radiocampus.m3u",,
"Radio Campus","http://www.radiocampus.ro/","Slobozia","Romania","Local service",,,32,"http://85.120.40.106:8004/listen.pls"
"Radio Campus Amiens","http://www.radiocampusamiens.com/","Amiens","France","Student Radio",128,"http://www.radiocampusamiens.com/radiocampusamiens.m3u",,
"Radio Campus Angers","http://www.radiocampusangers.com/","Angers","France","Student Radio",192,"http://www.radiocampusangers.com:8000/rca.mp3.m3u",,
"Radio Campus Bordeaux","http://www.bordeaux.radio-campus.org/","Bordeaux","France","Student Radio",128,"http://campusbordeaux.dyndns.org:8010/stream.mp3.m3u",,
"Radio Campus Grenoble","http://www.campusgrenoble.org/","Grenoble","France","Student radio",112,"http://live.campusgrenoble.org:9000/rcg112.m3u",,
"Radio Campus Lille","http://www.campuslille.com/","Lille","France","Student Radio",128,"http://99.198.118.250:8048/listen.pls",,
"Radio Campus Orleans","http://www.orleans.radio-campus.org/","Orleans","France","Student Radio",128,"http://88.191.69.150:8000/stream_rco.mp3.m3u",,
"Radio Campus Paris","http://www.radiocampusparis.org/","Paris","France","Student Radio",128,"http://www.radiocampusparis.org/coa/stream_rcp.m3u",,
"Radio Campus Rennes","http://www.radiocampusrennes.fr/","Rennes","France","Student radio",128,"http://live.radio-campus.org:8000/rcrennes.m3u",,
"Radio Capelle","http://www.radiocapelle.nl/","Capelle a/d IJssel","Netherlands","Local service",192,"http://live.radiocapelle.nl/radiocapelle.m3u",,
"Ràdio Capital","http://www.capital-radio.net/","Pals","Spain","Top 40",128,"http://91.121.92.186:8002/listen.pls",,
"Radio Capodistria","http://www.rtvslo.si/","Koper","Slovenia","Regional service (Italian)",128,"http://mp3.rtvslo.si/capo.m3u",,
"Radio Capri","http://www.radiocapri.it/","Capri","Italy","Top 40",128,"http://213.251.174.142:8012/listen.pls",,
"Radio Carisma Hitplay","http://www.radiocarisma.it/","Ferrara","Italy","Pop, Dance, House",96,"http://s3.myradiostream.com/35076.pls",,
"Radio Carmarthenshire","http://www.radiocarmarthenshire.com/","Llanelli","United Kingdom","Top 40",64,"http://icy-e-03.sharp-stream.com/tccarmarthenshire.mp3.m3u",,
"Radio Caroline","http://www.radiocaroline.co.uk/","Digital Network","United Kingdom","Classic Rock",128,"http://sc6.radiocaroline.net:8040/listen.pls",,
"Radio Čas Olomoucko","http://www.casradio.cz/","Olomouc","Czech Republic","Adult Contemporary",,,32,"http://www.play.cz/radio/casradioolomouc32.aac.m3u"
"Radio Čas Ostravsko","http://www.casradio.cz/","Ostrava","Czech Republic","Adult Contemporary",,,32,"http://www.play.cz/radio/casradio32.aac.m3u"
"Radio Čas Zlínsko","http://www.casradio.cz/","Zlín","Czech Republic","Adult Contemporary",,,128,"http://netshow.play.cz:8000/casradiozlin128aac.m3u"
"Radio Catania","http://www.radiocatania.it/","Catania","Italy","Adult Contemporary",32,"http://www.spotaudio.net:8004/listen.pls",,
"Radio Celje","http://www.radiocelje.com/","Celje","Slovenia","Local service",128,"http://89.142.196.111:9030/listen.pls",,
"Radio Celjski Val","http://www.celjski-val.net/","Celje","Slovenia","Local service",128,"http://arisa.onair.si:8002/listen.pls",,
"Radio Centar","http://www.radiocentar.rs/","Belgrade","Serbia","Serbian music",64,"http://88.198.106.222:8002/listen.pls",,
"Radio Centar","http://www.radiocentar.hr/","Poreč","Croatia","Local service",,,80,"http://rclive.ath.cx:8282/aac.m3u"
"Radio Center 102.4 MHz","http://www.radiocenter.si/","Ljubljana","Slovenia","Top 40",56,"http://212.18.63.51:8042/listen.pls",,
"Radio Center 102.6 Mhz","http://www.radiocenter.si/","Kranj","Slovenia","Top 40",56,"http://212.18.63.51:8048/listen.pls",,
"Radio Center 103.7 MHz","http://www.radiocenter.si/","Maribor","Slovenia","Top 40",56,"http://212.18.63.51:8040/listen.pls",,
"Radio Center 104.9 MHz","http://www.radiocenter.si/","Nova Gorica","Slovenia","Top 40",56,"http://212.18.63.51:8038/listen.pls",,
"Radio Center 105.5 MHz","http://www.radiocenter.si/","Novo Mesto","Slovenia","Top 40",56,"http://212.18.63.51:8046/listen.pls",,
"Radio Center 106.4 MHz","http://www.radiocenter.si/","Koper","Slovenia","Top 40",56,"http://212.18.63.51:8052/listen.pls",,
"Radio Center 80s","http://www.radiocenter.si/","Ljubljana","Slovenia","80s music",112,"http://212.18.63.51:8064/listen.pls",,
"Radio Center 88.7 MHz","http://www.radiocenter.si/","Celje","Slovenia","Top 40",56,"http://212.18.63.51:8050/listen.pls",,
"Radio Center 89.3 MHz","http://www.radiocenter.si/","Krško","Slovenia","Top 40",56,"http://212.18.63.51:8044/listen.pls",,
"Radio Center Love","http://www.radiocenter.si/","Ljubljana","Slovenia","Love songs",112,"http://212.18.63.51:8060/listen.pls",,
"Radio Center Pop","http://www.radiocenter.si/","Ljubljana","Slovenia","Pop",112,"http://212.18.63.51:8058/listen.pls",,
"Radio Centraal","http://www.radiocentraal.be/","Antwerp","Belgium","Variety",64,"http://www.radiocentraal.org/stream/centraal.pls",,
"Radio Centraal","http://www.radiocentraal.com/","Noordwolde","Netherlands","Local service",128,"http://www.radiocentraal.com/rwconair.m3u",,
"Radio Centraal SLOB","http://www.radiocentraal.nl/","Bergambacht","Netherlands","Local service",128,"http://94.209.75.88:8000/centraal.m3u",,
"Radio Centro95","http://www.radiocentro95.it/","Turin","Italy","Top 40",128,"http://194.116.73.162/radiocentro95.m3u",,
"Radio Centrum","http://www.rc.fm/","Kalisz","Poland","Local service",,,40,"http://shot4.inten.pl:8888/listen.pls"
"Radio Centrum 89.0 FM","http://www.radiocentrum.pl/","Rzeszów","Poland","Local service",,,48,"http://radiocentrum.pl:8000/listen.pls"
"Radio Centrum 98.2","http://www.centrum.fm/","Lublin","Poland","None",128,"http://centrum.fm/sites/default/files/radio.m3u",,
"Radio Ceredigion","http://www.radioceredigion.co.uk/","Aberystwyth","United Kingdom","Local service (English/Welsh)",64,"http://icy-e-03.sharp-stream.com/tcceredigion.mp3.m3u",,
"Radio Černá Hora","http://www.cernahora.cz/","Trutnov","Czech Republic","Hot Adult Contemporary",,,32,"http://netshow.play.cz:8000/cernahora32aac.m3u"
"Radio Chanson","http://www.chanson.ru/","Moscow","Russia","Easy Listening",128,"http://radio02-cn03.akadostream.ru:8108/shanson128.mp3.m3u",,
"Radio Charivari","http://www.radio-charivari.de/","Rosenheim","Germany","Adult Contemporary",112,"http://msone.de/streamserver/Charivari_Rosenheim/Stream_Charivari.m3u",,
"Radio Charlie","http://www.radiocharlie.dk/","Varde","Denmark","Top 40",160,"http://89.184.153.12:8000/radiocharlie.mp3.m3u",,
"Radio Chocolate","http://www.chocoradio.ru/","Moscow","Russia","Adult Contemporary",128,"http://92.243.67.124:10010/fm.m3u",,
"Radio Chopin","http://fm.tuba.pl/stacja-radiowa/Chopin","Internet only","Poland","Chopin classical music",96,"http://www.tuba.fm/stream.pls?radio=34&mp3=1",,
"Radio Cicogne","http://www.radio-cigogne.com/","Cernay","France","Local service",128,"http://stream.radio-cigogne.com:8000/cigogne.m3u",,
"Radio Città del Capo","http://www.radiocittadelcapo.it/","Bologna","Italy","Information/music",128,"http://stream.rcdc.it:8000/listen.pls",,
"Radio City","http://www.radiocity.fi/","Helsinki","Finland","Rock",128,"http://www.radiocity.fi/nettiradio/radiocity.m3u",,
"Radio City","http://www.city.bg/","Sofia","Bulgaria","Top 40",64,"http://62.204.145.218:8000/city64.m3u",,
"Radio City 96.7","http://www.radiocity.co.uk/","Liverpool","United Kingdom","Top 40",112,"http://tx.whatson.com/icecast.php?i=city.mp3.m3u",,
"Radio City Devadesátka","http://www.radiocity.cz/","Prague","Czech Republic","90s hits",128,"http://kocka.limemedia.cz:8000/city90128.mp3.m3u",,
"Radio City Light","http://www.radiocitylight.com/","Civitanova Marche","Italy","Local service",128,"http://217.27.88.204:8000/listen.pls",,
"Radio City Osmdesátka","http://www.radiocity.cz/","Prague","Czech Republic","80s hits",128,"http://kocka.limemedia.cz:8000/city80128.mp3.m3u",,
"Radio City Zóna lásky","http://www.radiocity.cz/","Prague","Czech Republic","Love Songs",128,"http://kocka.limemedia.cz:8000/cityzl128.mp3.m3u",,
"Radio Classique","http://www.radioclassique.fr/","Paris","France","Classical",128,"http://broadcast.infomaniak.ch/radioclassique-high.mp3.m3u",,
"Radio Club 103","http://www.club103.com/","Belluno","Italy","News/Talk/Pop music",,,32,"http://87.24.88.164:8080/listen.pls"
"Radio Club Network","http://www.radioclubnetwork.com/","Cagliari","Italy","Top 40/Oldies",128,"http://87.98.180.164:8150/listen.pls",,
"Radio Compagnie","http://www.radiocompagnie.nl/","Hoogezand","Netherlands","Local service",128,"http://174.37.194.139:8471/listen.pls",,
"Radio Company","http://www.radiocompany.com/","Novento Padovana","Italy","Top 40",128,"http://str01.fluidstream.net:7010/listen.pls",,
"Radio Continu","http://www.radiocontinu.nl/","Tweede Exloermond","Netherlands","Dutch music",128,"http://www.radiocontinu.nl/listen/listen.pls",,
"Radio Corax","http://cms.radiocorax.de/","Halle","Germany","Local service/free radio",128,"http://217.172.183.184:8000/corax.mp3.m3u",,
"Radio Craponne","http://www.radiocraponne.com/","Craponne sur Arzon","France","Local service",128,"http://radio-shoutcast.cyber-streaming.com:8010/listen.pls",,
"Radio Crazy Classical","http://www.radiocrazy.ch/","Internet only","Switzerland","Classical",128,"http://www.swissradio.ch/streams/6034.m3u",,
"Radio Crazy Jazz","http://www.radiocrazy.ch/","Internet only","Switzerland","Jazz",128,"http://www.swissradio.ch/streams/6054.m3u",,
"Radio Crazy Modern Jazz","http://www.radiocrazy.ch/","Internet only","Switzerland","Jazz",128,"http://www.swissradio.ch/streams/6092.m3u",,
"Radio Crazy Opera","http://www.radiocrazy.ch/","Internet only","Switzerland","Classical",128,"http://www.swissradio.ch/streams/6060.m3u",,
"Radio Cristal","http://www.radio-cristal.fr/","Vernon","France","Top 40",192,"http://broadcast.infomaniak.ch/radiocristal-high.mp3.m3u",,
"Radio Crne Gore","http://www.rtcg.me/","Podgorica","Montenegro","News/features/music",,,48,"http://radio.beotel.net:8008/listen.pls"
"Radio Cultures Dijon","http://www.radio-cultures-dijon.com/","Dijon","France","Variety",128,"http://88.191.96.46:8010/listen.pls",,
"Radio d'ici","http://www.radiodici.com/","St Julien Molin Molette","France","Local service",128,"http://live.francra.org:8000/Radiodici.m3u",,
"Rádió Dabas","http://www.radiodabas.hu/","Dabas","Hungary","Pop",128,"http://shoutcast.webidea.hu:8020/listen.pls",,
"Radio Dacha","http://www.radiodacha.ru/","Moscow","Russia","Russian pop",,,29,"http://stream.radiodacha.ru:8000/radiodacha_64.m3u"
"Radio Dada","http://www.radiodada.ro/","Focsani","Romania","Alternative/Progressive",128,"http://radiodada.focsani.astral.ro:8000/radiodada128.m3u",,
"Radio DAK","http://www.radiodak.rs/","Cuprija","Serbia","Folk music",160,"http://85.25.73.243:10150/listen.pls",,
"Radio Đakova","http://www.radio-djakovo.hr/","Đakova","Croatia","Local service",,,48,"http://www.paukhost.com:8500/listen.pls"
"Radio Dalmacija","http://www.radiodalmacija.hr/","Split","Croatia","Local service",,,56,"http://shoutcast.pondi.hr:8000/listen.pls"
"Radio Dardania","http://www.radiodardania.com/","Internet only","Albania","Albanian music",64,"http://www.radiodardania.com/radio64.m3u",,
"Radio Darmstadt","http://www.radiodarmstadt.de/","Darmstadt","Germany","Local service/free radio",96,"http://livestream.radiodarmstadt.de:8000/listen.pls",,
"Radio DAŠ","http://www.radiodas.com/","Bijeljina","Bosnia","Local service",,,48,"http://46.4.29.16:5050/listen.pls"
"Radio Day","http://www.radioday.it/","Frosinone","Italy","Top 40",128,"http://94.23.29.154:8074/listen.pls",,
"Radio de Bazuin","http://www.radiodebazuin.nl/","Emmeloord","Netherlands","Religious",192,"http://www.radiodebazuin.nl/radiodebazuin.pls",,
"Radio De La Mer","http://www.laradiodelamer.com/","Paris","France","Easy Listening/Instrumental",128,"http://radiomer.ice.infomaniak.ch/playlists/radiomer-128.mp3.m3u",,
"Radio Decibel","http://www.decibel.nl/","Amsterdam","Netherlands","Top40",128,"http://83.98.170.80:8070/listen.pls",,
"Radio DEEA","http://www.radiodeea.ro/","Bucharest","Romania","Dance / Techno",,,128,"http://radiodeea.ro/live/listen.pls"
"Radio Deejay","http://www.radiodeejay.hr/","Zagreb","Croatia","Dance / Techno",128,"http://radiodeejay.hrvatski-hosting.com:8100/listen.pls",,
"Radio Delta","http://www.radiodelta.net/","Rotterdam","Netherlands","Dance/Trance",128,"http://82.171.98.131:8000/listen.pls",,
"Radio Diablo","http://www.radiodiablo.dk/","Svendborg","Denmark","Top 40",128,"http://icecast3.radiostuff.dk:8000/Diablo128.m3u",,
"Radio Diest","http://www.radiodiest.be/","None","Belgium","Local service",128,"http://46.18.35.17:3790/listen.pls",,
"Radio Dijon Campus","http://www.dijon.radio-campus.org/","Dijon","France","Variety",128,"http://193.52.238.101:8082/dijoncampus.mp3.m3u",,
"Radio Dimensione Musica","http://www.radiodimensionemusica.com/","Ispica","Italy","Top 40/Local service",48,"http://shout.ifactorystream.net:9016/listen.pls",,
"Radio DJ","http://www.radiodj.cz/","Prague","Czech Republic","Urban dance",128,"http://rlcast.lide.cz/fm-radiodj-128.m3u",32,"http://www.play.cz/radio/inforadio32.aac.m3u"
"Radio Dolomiti","http://www.radiodolomiti.com/","Trento","Italy","Adult Contemporary/Local news",64,"http://streaming.radiodolomiti.com:8068/listen.pls",,
"Radio Drama 99.1","http://www.radiodrama.gr/","Drama","Greece","Local service",96,"http://69.64.33.63:7700/listen.pls",,
"Radio Due.Zero","http://www.radioduepuntozero.net/","Bracca","Italy","Local service",128,"http://www.radioduepuntozero.net/diretta.m3u",,
"Radio Duisburg","http://www.radioduisburg.de/","Duisburg","Germany","Hot Adult Contemporary",128,"http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radioduisburg/livestream.mp3.m3u",,
"Radio Dur","http://www.radiodur.si/","Medvode","Slovenia","Oldies",192,"http://ph.dur.si/dur.m3u",,
"Radio Dynamo","http://www.dynamo.kiev.ua/page/radio/","Kyiv","Ukraine","Sport, news, music 70-90s",128,"http://live1.radiogroup.com.ua:8000/106fm.m3u",64,"http://cast.radiogroup.com.ua:8000/106fm.aac.m3u"
"Radio Dzvony","http://www.dzvonyfm.if.ua/","Ivano-Frankivs'k","Ukraine","Ukrainian music / Religious",128,"http://dzvonyfm.if.ua/dzvony.m3u",,
"Radio E-FM","http://www.radioefm.nl/","Eindhoven","Netherlands","Local service",192,"http://www.radioefm.nl/livefeed.m3u",,
"Radio Eenhoorn","http://www.radioeenhoorn.nl/","Menaldum","Netherlands","Local service",128,"http://78.159.97.158:8042/listen.pls",,
"Radio Eger","http://www.radioeger.hu/","Eger","Hungary","Pop",128,"http://217.116.47.41:8000/listen.pls",,
"Radio EINS","http://www.radioeins.com/","Coburg","Germany","Adult Contemporary",128,"http://www.stream24.de/tune-in/r7353.pls",,
"Radio Eins","http://www.radioeins.at/","Graz","Austria","Local service",128,"http://stream01.energy.at:8000/enn.m3u",,
"Radio Ekspres","http://www.radioekspres.si/","Ljubljana","Slovenia","Classic hits",112,"http://www.radioekspres.si/stream.m3u",,
"Radio EL","http://www.radioel.pl/","Elbląg","Poland","Local service",,,48,"http://shot2.inten.pl:8778/listen.pls"
"Radio El Dia","http://www.eldia.es/radio/","Tenerife","Spain","News/Talk",32,"http://streaming.eldia.fm:8000/listen.pls",,
"Radio eM","http://www.radioem.pl/","Katowice","Poland","Adult Contemporary",,,48,"http://shot2.inten.pl:8784/listen.pls"
"Radio eMaramures","http://www.emaramures.ro/","Baia Mare","Romania","Pop",,,48,"http://89.38.215.49:8000/listen.pls"
"Radio Emigranti","http://www.radioemigranti.com/","Internet only","Albania","Albanian music",64,"http://www.radioemigranti.com:8000/radio.m3u",,
"Radio Emmen","http://www.radioemmen.nl/","Emmen","Netherlands","Local service",128,"http://streaming.rapide.nl:8000/listen.pls",,
"Radio Emotion","http://www.radioemotion.fr/","Nice","France","Oldies/Chansons",128,"http://players.creacast.com/creacast/radioemotion/playlist.pls",,
"Radio Emscher Lippe","http://www.relmeinradio.de/","Gelsenkirchen","Germany","Hot Adult Contemporary",128,"http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radioemscherlippe/livestream.mp3.m3u",,
"Radio Energy","http://www.radioenergy.to/","Torino","Italy","Top 40",192,"http://www.radioenergy.to/energy.m3u",,
"Radio Energy 96,6","http://www.energy966.com/","Kavala","Greece","Top 40",64,"http://stream.24live.gr:8374/listen.pls",,
"Radio Enkhuizen","http://www.radioenkhuizen.nl/","Enkhuizen","Netherlands","Local service",128,"http://213.193.236.7:9052/listen.pls",,
"Radio Enlace","http://www.radioenlace.org/","Hortaleza","Spain","Community radio",24,"http://re.urcm.net/emision.m3u",,
"Radio Ennepe Ruhr","http://www.radioenneperuhr.de/","Hagen","Germany","Hot Adult Contemporary",128,"http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radioen/livestream.mp3.m3u",,
"Radio eR","http://www.radioer.pl/","Lublin","Poland","Adult Contemporary",128,"http://stream.radioer.pl:8000/Radio_eR.m3u",,
"Rádió Érd","http://www.radioerd.hu/","Érd","Hungary","Local service",160,"http://94.199.181.143:9340/live.mp3.m3u",,
"Radio Erzgebirge","http://www.radioerzgebirge.net/","Annaberg Buchholz","Germany","Hot Adult Contemporary",128,"http://radioerzgebirge.mp3.green.ch/listen.pls",,
"Radio Eska 104,9 FM","http://www.wroclaw.eska.pl/","Wroclaw","Poland","Top 40",128,"http://lodz.radio.pionier.net.pl:8000/pl/eska-wroclaw.mp3.m3u",,
"Radio Eska 105,6 FM","http://www.warszawa.eska.pl/","Warsaw","Poland","Top 40",128,"http://poznan5-2.radio.pionier.net.pl:8000/eska-warszawa.mp3.m3u",,
"Radio Eska 93,0 FM","http://www.poznan.eska.pl/","Poznan","Poland","Top 40",128,"http://poznan5.radio.pionier.net.pl:8000/eska-poznan.mp3.m3u",,
"Radio Eska 94,4 FM","http://www.bydgoszcz.eska.pl/","Bydgoszcz","Poland","Top 40",128,"http://91.121.166.33:9440/listen.pls",,
"Radio Eska 94,6 FM","http://www.trojmiasto.eska.pl/","Gdansk","Poland","Top 40",128,"http://lodz.radio.pionier.net.pl:8000/pl/eska-trojmiasto.mp3.m3u",,
"Radio Eska 96,9 FM","http://www.eska.pl/index.php?stationId=35","Szczecin","Poland","Top 40",128,"http://lodz.radio.pionier.net.pl:8000/pl/eska-szczecin.mp3.m3u",,
"Radio Eska 97,7 FM","http://www.krakow.eska.pl/","Krakow","Poland","Top 40",128,"http://poznan5.radio.pionier.net.pl:8000/eska-krakow.mp3.m3u",,
"Radio Eska 99,1 FM","http://www.slask.eska.pl/","Slask","Poland","Top 40",128,"http://lodz.radio.pionier.net.pl:8000/pl/eska-slask.mp3.m3u",,
"Radio Eska 99,8 FM","http://www.lodz.eska.pl/","Łódź","Poland","Top 40",128,"http://lodz.radio.pionier.net.pl:8000/pl/eska-lodz.mp3.m3u",,
"Radio Eska Rock","http://www.eskarock.fm/","Warsaw","Poland","Rock",128,"http://lodz.radio.pionier.net.pl:8000/pl/eskarock.mp3.m3u",,
"Radio Espace","http://www.radioespace.com/","Lyon","France","Top 40",128,"http://broadcast.infomaniak.ch/radioespace-high.mp3.m3u",,
"Radio España Network","http://www.espananetwork.com/","Palma de Mallorca","Spain","Dance/Electronica/House",112,"http://91.121.159.50:8000/espananetwork.m3u",,
"Radio Essen","http://www.radio-essen.de/","Essen","Germany","Hot Adult Contemporary",128,"http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radioessen/livestream.mp3.m3u",,
"Ràdio Estel","http://www.radioestel.com/","Barcelona","Spain","Christian Talk/Information",64,"http://87.106.252.110:8119/stream.m3u",,
"Radio Europa 05","http://www.radioeuropa05.si/","Ljubljana","Slovenia","European issues",80,"http://www.radioeuropa05.si/stream.m3u",,
"Radio Eveniment","http://www.evenimentsibiu.ro/","Sibiu","Romania","Romanian music",,,64,"http://89.21.124.17:8000/listen.pls"
"Radio Exe","http://www.radioexe.co.uk/","Exeter","United Kingdom","Current/classic hits",64,"http://206.217.213.16:8030/listen.pls",,
"Radio Expres","http://www.expres.sk/","Bratislava","Slovakia","Hot Adult Contemporary",96,"http://85.248.7.162:8000/96.mp3.m3u",64,"http://85.248.7.162:8000/48.aac.m3u"
"Radio Expres","http://www.expres.sk/","Bratislava","Slovakia","Hot Adult Contemporary",64,"http://85.248.7.162:8000/64.mp3.m3u",32,"http://85.248.7.162:8000/20.aac.m3u"
"Radio Express","http://www.radioexpress.pl/","Pszczyna","Poland","Local service",,,64,"http://stream.nadaje.com:8064/listen.pls"
"Radio Exterior de Espana","http://www.rtve.es/programas/radioexterior","Madrid","Spain","External Service",64,"http://radioexterior.rtve.stream.flumotion.com/rtve/radioexterior.mp3.m3u",,
"Radio Extra Gold","http://www.radioextragold.be/","Koksijde","Belgium","Oldies",128,"http://streaming.radioextragold.be:8050/listen.pls",,
"Radio F","http://www.radiof.com/","Guarda","Portugal","Top 40/Local News",64,"http://66.90.118.18:8054/listen.pls",,
"Radio F","http://www.radiof.de/","Nürnberg","Germany","Schlager/Evergreens",128,"http://webradio.radiof.de:8000/listen.pls",,
"Radio Fabrik","http://www.radiofabrik.at/","Salzburg","Austria","Variety",96,"http://www.radiofabrik.at/rafab_stream_low.m3u",,
"Radio FaMa 100,8","http://www.radiofama.com.pl/","Kielce","Poland","Local service",,,64,"http://stream2.nadaje.com:8076/listen.pls"
"Radio FaMa 100,8","http://www.radiofama.com.pl/","Słupsk","Poland","Local service",,,64,"http://stream3.nadaje.com:9024/listen.pls"
"Radio FaMa 92,9","http://www.radiofama.com.pl/","Tomaszów","Poland","Local service",,,64,"http://stream2.nadaje.com:8078/listen.pls"
"Radio FaMa 94,7","http://www.radiofama.com.pl/","Wołomin","Poland","Local service",,,64,"http://stream3.nadaje.com:8096/listen.pls"
"Radio Fantastica","http://www.fantastica.it/","Ponsacco","Italy","Top 40",64,"http://89.238.146.160:7002/listen.pls",,
"Radio Fantasy","http://www2.fantasy.de/","Augsburg","Germany","Dance",128,"http://stream.fantasy.de:8000/radiofantasy.mp3.m3u",,
"Radio Fantasy","http://www.radiofantasy.com/","Škofja vas","Slovenia","Top 40",128,"http://shoutcast.netsi.net:8220/listen.pls",,
"Radio FARA","http://www.radiofara.pl/","Przemyśl","Poland","Catholic",,,32,"http://62.133.128.22:8000/listen.pls"
"Radio Favorit FM","http://www.radiofavoritfm.ro/","Oradea","Romania","Romanian music",,,48,"http://193.226.163.46:8001/listen.pls"
"Radio Faycan","http://www.radiofaycan.com/","Gran Canaria","Spain","Pop",64,"http://www.ciberdomainc02.com/tunein.php/w000411/playlist.pls",,
"Radio Faza","http://www.radiofaza.org.uk/","Nottingham","United Kingdom","Asian Community radio",64,"http://livecast.radiofaza.org.uk:12164/listen.pls",,
"Radio FDZ","http://www.radiofdz.de/","Prerow","Germany","Local service",128,"http://s9.pop-stream.de:9700/listen.pls",,
"Radio Feral","http://www.radio-feral.ba/","Kalesija","Bosnia","Local service",24,"http://84.41.105.36:8200/listen.pls",,
"Radio ffn","http://www.ffn.de/","Hannover","Germany","Hot Adult Contemporary",128,"http://player.ffn.de/tunein_ffn.pls",,
"Radio FG","http://www.radiofg.be/","Antwerp","Belgium","Dance / Techno",128,"http://fga.impek.com/listen.pls",,
"Radio FG","http://www.radiofg.com/","Paris","France","Dance / Techno",128,"http://www.radiofg.com/streams/fg.pls",,
"Radio FG America","http://www.radiofg.com/","Paris","France","Dance / Techno",128,"http://fg6.impek.tv/listen.pls",,
"Radio FG Dance","http://www.radiofg.com/","Paris","France","Dance / Techno",128,"http://fgd.impek.tv/listen.pls",,
"Radio FG House Chic","http://www.radiofg.com/","Paris","France","Dance/Techno",128,"http://fgc.impek.tv/listen.pls",,
"Radio FG Remix","http://www.radiofg.com/","Paris","France","Dance/Techno",128,"http://www.radiofg.com/streams/fgv.pls",,
"Radio FG Underground","http://www.radiofg.com/","Paris","France","Dance / Techno",128,"http://www.radiofg.com/streams/fgu.pls",,
"Radio Fiat","http://www.radiofiat.com.pl/","Częstochowa","Poland","Catholic",,,128,"http://stream2.nadaje.com:8056/listen.pls"
"Radio Fiesole","http://www.radiofiesole.it/","Florence","Italy","Pop hits",96,"http://83.103.40.205:8000/fiesole100.mp3.m3u",,
"Radio Fir","http://www.radiofir.ro/","Dej","Romania","Local service",,,128,"http://86.104.138.11:8000/listen.pls"
"Radio Flaixbac","http://www.radioflaixbac.cat/","Barcelona","Spain","Top 40",128,"http://flaix.stream.flumotion.com/flaix/flaixbac.mp3.m3u",,
"Radio Flash","http://www.radioflash.fm/","Catania","Italy","Top 40",128,"http://radio.digital2b.com:8100/listen.pls",,
"Radio Flensburg","http://www.radio-flensburg.de/","Flensburg","Germany","Local service",128,"http://www.digital-webstream.de/stream/10885.m3u",,
"Radio Flevoland","http://www.omroepflevoland.nl/","Lelystad","Netherlands","Regional public radio",128,"http://streams.omroepflevoland.nl:8000/flevoland128k.m3u",,
"Radio Flora","http://www.radioflora.de/","Hannover","Germany","Diverse",128,"http://88.198.52.2:8000/live.mp3.m3u",,
"Radio FM43","http://www.radiofm43.com/","Yssingeaux","France","Local service",,,64,"http://fm43.ice.infomaniak.ch/fm43-64.aac.m3u"
"Radio FM95","http://www.radiofm95.hu/","Debrecen","Hungary","Top 40",128,"http://stream.webthings.hu:8000/fm95-x-128.mp3.m3u",,
"Radio Focus Bourgas","http://www.focus-radio.net/","Bourgas","Bulgaria","News/information/music",64,"http://online.focus-radio.net:8100/bs.m3u",,
"Radio Focus Kustendil","http://www.focus-radio.net/","Kustendil","Bulgaria","News/information/music",64,"http://online.focus-radio.net:8100/kn.m3u",,
"Radio Focus Pazardjik","http://www.focus-radio.net/","Pazardjik","Bulgaria","News/information/music",64,"http://online.focus-radio.net:8100/pazardjik.m3u",,
"Radio Focus Pirin","http://www.focus-radio.net/","Pirin","Bulgaria","News/information/music",64,"http://online.focus-radio.net:8100/pirin.m3u",,
"Radio Focus Shumen","http://www.focus-radio.net/","Shumen","Bulgaria","News/information/music",64,"http://online.focus-radio.net:8100/shumen.m3u",,
"Radio Focus Sliven","http://www.focus-radio.net/","Sliven","Bulgaria","News/information/music",64,"http://online.focus-radio.net:8100/sliven.m3u",,
"Radio Focus Smolian","http://www.focus-radio.net/","Smolian","Bulgaria","News/information/music",64,"http://online.focus-radio.net:8100/smolian.m3u",,
"Radio Focus Sofia","http://www.focus-radio.net/","Sofia","Bulgaria","News/information/music",128,"http://online.focus-radio.net:8100/sofia.m3u",,
"Radio Focus Varna","http://www.focus-radio.net/","Varna","Bulgaria","News/information/music",64,"http://online.focus-radio.net:8100/varna.m3u",,
"Radio Focus Veliko Turnovo","http://www.focus-radio.net/","Veliko Turnovo","Bulgaria","News/information/music",64,"http://online.focus-radio.net:8100/vt.m3u",,
