"radio_name","radio_url","radio_city","radio_country","radio_tags","mp3_bitrate","mp3_url","aac_bitrate","aac_url"
"Radio Focus Vidin","http://www.focus-radio.net/","Vidin","Bulgaria","News/information/music",64,"http://online.focus-radio.net:8100/vidin.m3u",,
"Radio Folgefonn","http://www.radiofolgefonn.no/","Hardanger","Norway","Local service",160,"http://nettradio.grafisksenter.no/folgefonn-high.m3u",,
"Radio For Free","http://www.ffr.hr/","Hvar","Croatia","Local service",192,"http://www.ffr.hr/stream/192_mp3.pls",,
"Radio Fortuna","http://www.radiofortuna.com.mk/","Skopje","Macedonia","Macedonian music",128,"http://178.32.140.144:8883/listen.pls",,
"Radio Free Your Mind","http://www.freeyourmind.fi/","Helsinki","Finland","Youth programmes",256,"http://radio01.nk.hel.fi:8128/listen.pls",,
"Radio Freee","http://www.radiofreee.pl/","Lublin","Poland","Top 40",96,"http://radiofreee.pl/streaming/radiofreee.m3u",,
"Radio freeFM","http://www.freefm.de/","Ulm","Germany","Local service/free radio",160,"http://freefm.lauschangriff.org/freefm128k.m3u",,
"Radio FREEQUENNS","http://www.freequenns.at/","Liezen","Austria","Variety/free radio",64,"http://www.freequenns.at/stream.m3u",,
"Radio Frei","http://www.radio-frei.de/","Erfurt","Germany","Local service/free radio",96,"http://217.172.183.184:8000/Radio-F.R.E.I.m3u",,
"Radio Freiburg","http://www.radiofr.ch/","Freiburg","Switzerland","Adult contemporary",128,"http://broadcast.infomaniak.ch/radiofreiburg-high.mp3.m3u",,
"Radio Fresh","http://www.radiofresh.bg/","Sofia","Bulgaria","Top 40",128,"http://193.108.24.21:8000/fresh.m3u",,
"Rádio Frontinus","http://www.frontinus.sk/","Žilina","Slovakia","Top 40",128,"http://www.frontinus.sk/frontinus128.m3u",,
"Radio Fuenlabrada","http://www.fuenlabradafm.com/","Fuenlabrada","Spain","Local service",96,"http://www.fuenlabradafm.com/streaming/radio.pls",,
"Radio G!","http://www.radio-g.org/","Angers","France","Variety",128,"http://94.23.204.48:8000/listen.pls",,
"Radio Gaga","http://www.radiogaga.ro/","Targu Mures","Romania","News/music",96,"http://www.radiogaga.ro/gaga.m3u",,
"Radio Galaxie","http://www.radiogalaxie.com/","Picardie","France","Top 40",,,64,"http://radiogalaxie.ice.infomaniak.ch/playlists/radiogalaxie-64.aac.m3u"
"Radio Galaxy","http://www.radiogalaxy.ro/","Drobeta Turnu-Severin","Romania","Top 40",128,"http://81.18.78.230:8000/listen.pls",,
"Radio Galaxy 104.7","http://www.radio-galaxy.de/home.html?tx_fhgalaxy_pi[gcid]=4","Bamberg","Germany","Top 40",128,"http://rs21.stream24.net/stream.m3u",,
"Radio Galaxy 105,8","http://www.radio-galaxy.de/home.html?tx_fhgalaxy_pi[gcid]=2","Ansbach","Germany","Top 40",128,"http://www.galaxyansbach.de:8000/live.m3u",,
"Radio Galaxy 106,6","http://www.radio-galaxy.de/home.html?tx_fhgalaxy_pi[gcid]=11","Rosenheim","Germany","Top 40",128,"http://mediencenter-augsburg.de/streamserver/Galaxy_Rosenheim/Stream_Galaxy.m3u",,
"Radio Galaxy 107,9","http://www.radio-galaxy.de/home.html?tx_fhgalaxy_pi[gcid]=7","Ingolstadt","Germany","Top 40",128,"http://www.4broadcast.de/galaxy/galaxyhigh.m3u",,
"Radio Galaxy 91,6","http://www.radio-galaxy.de/home.html?tx_fhgalaxy_pi[gcid]=3","Aschaffenburg","Germany","Top 40",192,"http://62.75.162.209:8000/galaxy.m3u",,
"Radio Galaxy 91,7","http://www.radio-galaxy.de/home.html?tx_fhgalaxy_pi[gcid]=10","Passau","Germany","Top 40",128,"http://urgalaxystream.kanal8.de:8952/listen.pls",,
"Radio Galaxy 92,7","http://www.radio-galaxy.de/home.html?tx_fhgalaxy_pi[gcid]=5","Bayreuth","Germany","Top 40",128,"http://radio-galaxy.mwsc.tmt.de/listen.pls",,
"Radio Galaxy 94,0","http://www.radio-galaxy.de/home.html?tx_fhgalaxy_pi[gcid]=6","Hof","Germany","Top 40",128,"http://edge.live.mp3.mdn.newmedia.nacamar.net/radiogalaxy/livestream.mp3.m3u",,
"Radio Galileo","http://www.radiogalileo.it/","Terni","Italy","News/Pop/Rock",32,"http://www.terninrete.it:8000/listen.pls",,
"Radio Gamma Gioiosa","http://www.gammagioiosa.net/","Gioiosa Jonica","Italy","Pop, news and culture",96,"http://www.gammagioiosa.net/radiogamma.m3u",32,"http://www.gammagioiosa.net/gammagioiosa.m3u"
"Radio Gasterlân","http://www.radiogasterlan.nl/","Gaasterlân-Sleat","Netherlands","Local service",256,"http://78.159.97.158:8102/listen.pls",,
"Radio Gelosa","http://www.radiogelosa.it/","Castelfranco","Italy","Adult Contemporary",96,"http://wma01.fluidstream.net:8260/listen.pls",,
"Radio Genius","http://www.radiogenius.it/","Padua","Italy","Adult contemporary",128,"http://onair11.xdevel.com:8136/listen.pls",,
"Radio Gibraltar","http://www.gbc.gi/","Gibraltar","Gibraltar","Music/local news",128,"http://radio.gbc.gi:8080/gbcradio.mp3.m3u",,
"Radio Gigante","http://www.radiogigante.net/","Tenerife","Spain","Local service",64,"http://server1.beatproducciones.com:8052/listen.pls",,
"Radio Globo","http://www.radioglobo.it/","Rome","Italy","Top 40",128,"http://www.radioglobo.it/playlist/globo128k.m3u",,
"Radio Gloria","http://www.radiogloria.ch/","Baldegg","Switzerland","Catholic",96,"http://live-two.dmd2.ch:8080/radiogloria_lo.m3u",,
"Radio Głos","http://www.radioglos.pl/","Pelplin","Poland","Catholic",80,"http://83.12.223.226:8000/listen.pls",,
"Radio Go Deejay","http://www.djgo.sk/","Trenčín","Slovakia","Dance",128,"http://195.168.11.25:8000/live64.m3u",,
"Radio Gold","http://www.radiogold.it/","Alessandria","Italy","Music/news",128,"http://stream15.top-ix.org/radiogold.m3u",,
"Radio Gold","http://www.radiogold.ro/","Rădăuţi","Romania","Pop",,,48,"http://82.79.225.13:8000/listen.pls"
"Radio Golos Angary","http://rga.ru/","Bratsk","Russia","Pop/Rock",128,"http://alf.rga.ru:8006/listen.pls",,
"Radio Gong 106,9","http://www.radiogong.com/","Würzburg","Germany","Top 40",128,"http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-gongwb/livestream.mp3.m3u",,
"Radio Gong 96,3","http://www.radiogong.de/","Munich","Germany","Top 40",128,"http://radiator.nci.de:8000/high_q.m3u",,
"Radio Gong 97,1","http://www.gong971.de/","Nürnberg","Germany","Rock",128,"http://webradio.gong971.de:8000/listen.pls",,
"Radio GRA 106,1 FM","http://bydgoszcz.gra.fm/","Bydgoszcz","Poland","Top 40/Dance/RnB",,,48,"http://live.gra.fm:9015/listen.pls"
"Radio GRA 88,8 FM","http://torun.gra.fm/","Toruń","Poland","Top 40/Dance/RnB",,,48,"http://live.gra.fm:9005/listen.pls"
"Radio GRA 89,2 FM","http://wloclawek.gra.fm/","Włocławek","Poland","Top 40/Dance/RnB",,,48,"http://live.gra.fm:9025/listen.pls"
"Radio GRA 90,8 FM","http://inowroclaw.gra.fm/","Inowrocław","Poland","Top 40/Dance/RnB",,,48,"http://live.gra.fm:9035/listen.pls"
"Radio Graz","http://www.radiograz.at/","Graz","Austria","Adult contemporary",112,"http://stream01.energy.at:8000/grz.m3u",,
"Radio Grenland","http://www.radiogrenland.no/","Grenland","Norway","Local service",192,"http://204.232.197.158:8020/listen.pls",,
"Radio Grenouille","http://www.radiogrenouille.com/","Marseille","France","Community radio",128,"http://live.radiogrenouille.com/live.m3u",,
"Radio Guerrilla","http://www.radioguerrilla.ro/","Bucharest","Romania","Top 40",,,48,"http://live.eliberadio.ro:8002/listen.pls"
"Radio Guld","http://www.guld.nu/","Sundsvall","Sweden","Oldies/80s/90s",128,"http://audiostream.picsearch.com:8000/radioguld.m3u",,
"Radio Gusinje","http://www.radio-gusinje.com/","Gusinje","Montenegro","Local service",24,"http://radio-gusinje.com:8100/listen.pls",,
"Radio Gutt Laun","http://www.rgl.lu/","Esch sur Alzette","Luxembourg","Local radio",40,"http://rgl.selfip.net:8000/listen.pls",,
"Radio Hagen","http://107.7radiohagen.de/","Hagen","Germany","Hot Adult Contemporary",128,"http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiohagen/livestream.mp3.m3u",,
"Radio Halderberge","http://www.rtvhalderberge.nl/","Oudenbosch","Netherlands","Local service",128,"http://213.193.236.8:9076/live.m3u",,
"Radio Hallingdal","http://www.radiohallingdal.no/","Hol","Norway","Local service",128,"http://www.radiohallingdal.no/radiohallingdal.m3u",,
"Radio Ham","http://www.radioham.be/","Ham","Belgium","Local service",128,"http://50.7.234.130:8258/listen.pls",,
"Radio Harmonie","http://www.radioharmonie.at/","Klagenfurt","Austria","Oldies/Schalger",128,"http://92.63.218.120:9630/listen.pls",,
"Radio Hartlepool","http://www.radiohartlepool.co.uk/","Hartlepool","United Kingdom","Community radio",64,"http://arctic.thebmwz3.co.uk:8000/hartlepool-mp3.m3u",,
"Radio Haute Angevine","http://www.hauteangevine.com/","Sagre","France","Local service",128,"http://str30.creacast.com/radio_haute_angevine.m3u",,
"Radio Heemskerk","http://www.radioheemskerk.nl/","Heemskerk","Netherlands","Local service",128,"http://213.132.182.124:80/listen.pls",,
"Radio Heimatklang","http://www.heimatklang.ch/","Langnau","Switzerland","Volksmusik",128,"http://heimatklangradio.zic-network.ch/heimatklang.mp3.m3u",,
"Radio Heimatmelodie","http://www.radio-heimatmelodie.de/","Munich","Germany","Volksmusik",128,"http://212.77.178.166/listen.pls",,
"Radio Helsinki","http://www.helsinki.at/","Graz","Austria","FreeForm/Variety",160,"http://helsinki.at/livestream/live160mp3.pls",,
"Radio Herford","http://www.radioherford.de/","Herford","Germany","Hot Adult Contemporary",128,"http://62.27.44.8:8000/radioherford/livestream.mp3.m3u",,
"Radio Herne90acht","http://www.radio-herne.de/","Herne","Germany","Hot Adult Contemporary",128,"http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radioherne/livestream.mp3.m3u",,
"Radio Hit","http://www.radiohit.si/","Domzale","Slovenia","Top 40",96,"http://live.radiohit.si:9560/listen.pls",,
"Radio Hit","http://www.radiohit.ru/","St Petersburg","Russia","Top 40",64,"http://www.radiohit.ru/hit.m3u",,
"Radio Hochstift","http://www.radiohochstift.de/","Paderborn","Germany","Hot Adult Contemporary",128,"http://62.27.44.8:8000/radiohochstift/livestream.mp3.m3u",,
"Radio Hoeksche Waard","http://www.omroephw.nl/","Puttershoek","Netherlands","Local service",128,"http://icecast.streamone.nl:9000/live128.m3u",,
"Radio Holiday","http://www.radioholiday.it/de/","Bruneck (Südtirol)","Italy","Top 40",128,"http://server6.digital-webstream.de:18260/listen.pls",,
"Radio Holidej","http://www.radioholidej.com.mk/","Prilep","Macedonia","Macedonian music",48,"http://217.16.69.10:8018/listen.pls",,
"Radio Holland Online","http://www.radiohollandonline.com/","Internet only","Netherlands","Dutch music",128,"http://62.75.191.185:8000/listen.pls",,
"Radio Hollandio","http://www.radiohollandio.nl/","Den Bosch","Netherlands","Dutch music",128,"http://www.stream-server.nl/streams/RadioHollandio.pls",,
"Radio Hoogeveen","http://www.radiohoogeveen.nl/","Hoogeveen","Netherlands","Local service",,,128,"http://radiohoogeveen.ic-stream.nl:6014/listen.pls"
"Radio Hoorn","http://www.radiohoorn.nl/","Hoorn","Netherlands","Local service",128,"http://stream1.musserver.nl:8000/listen.pls",,
"Radio Horion","http://www.horion.ro/","Craiova","Romania","Local service",,,64,"http://81.18.74.66:6000/listen.pls"
"Radio Horizon","http://www.radiohorizon.nl/","Heeze","Netherlands","Local service",128,"http://85.25.147.233:8232/listen.pls",,
"Radio Horyzont","http://www.radiohoryzont.pl/","Internet only","Poland","Chillout / Lounge",128,"http://radiohoryzont.net:9050/listen.pls",,
"Radio Idar-Oberstein","http://www.radio-io.de/","Idar-Oberstein","Germany","Adult Contemporary",,,64,"http://stream.telvi.de:8000/antenne_idar.m3u"
"Radio Ideaal","http://www.ideaal.org/","Zelhem","Netherlands","Local service",128,"http://shoutcast.streamone.nl:9036/listen.pls",,
"Radio IES","http://www.radioies.it/","Rome","Italy","Local service",96,"http://www.radioies.it/radioIES.m3u",,
"Radio Ikhlas","http://www.radioikhlas.com/","Derby","United Kingdom","Asian Community radio",128,"http://live.canstream.co.uk:8000/radioikhlas.mp3.m3u",,
"Radio Ilok","http://www.radio-ilok.hr/","Ilok","Croatia","Local service",48,"http://s1.iqstreaming.com/tunein.php/rilok1/playlist.pls",,
"Radio Imotski","http://www.radioimotski.hr/","Imotski","Croatia","Local service",128,"http://radioimotski.hostingcentar.com:7028/listen.pls",,
"Radio Impuls","http://www.radio-impuls.ro/","Cluj-Napoca","Romania","Top 40",,,128,"http://radio-impuls.ro/listen.pls"
"Radio Impuls","http://www.radioimpuls.cz/","Prague","Czech Republic","Adult Contemporary",128,"http://icecast5.play.cz/impuls128.mp3.m3u",,
"Radio IN","http://www.radio-in.de/","Ingolstadt","Germany","Adult Contemporary",128,"http://4broadcast.de/radioin.m3u",,
"Radio Incontro","http://www.radioincontro.it/","Rome","Italy","Sport/Talk",24,"http://62.196.56.14:8030/listen.pls",,
"Radio Index","http://www.indexradio.com/","Belgrade","Serbia","Pop music/information",128,"http://live.indexradio.com:8879/listen.pls",,
"Radio Index","http://www.radio.uzetka.pl/","Zielona Góra","Poland","None",128,"http://radio.uzetka.pl/posluchaj.m3u",,
"Radio Inside","http://radioinside.fr/","Pau","France","Top 40",192,"http://serveur-webradio.com/listen/listen-9070.m3u",,
"Radio Inside","http://www.radioinside.ch/","Zofingen","Switzerland","Pop/Dance",128,"http://fra.radiostream.de:37499/listen.pls",,
"Radio Insieme","http://www.radioinsieme.it/","Mercatale di Vernio","Italy","Music/information",192,"http://174.37.194.139:8516/listen.pls",,
"Radio IRO","http://www.radio-iro.be/","Meulebeke","Belgium","Local service",128,"http://stadsradio-iro.be:3001/listen.pls",,
"Radio Istočno Sarajevo","http://sarajevo-rs.com/ris.php","Istočno Sarajevo","Bosnia","Local service",48,"http://radio.sarajevo-rs.com:8000/listen.pls",,
"Radio Istra","http://www.radioistra.hr/","Pazin","Croatia","Local service",,,64,"http://94.76.208.7:8070/listen.pls"
"Radio Italia Anni 60","http://www.radioitalia60.it/","Rome","Italy","Italian 60s oldies",48,"http://62.196.56.141:8060/listen.pls",,
"Radio Italia Anni 60","http://www.radioitaliatrento.it/","Trento","Italy","Oldies",128,"http://78.129.231.143:7140/listen.pls",,
"Radio Italia Network","http://www.radioitalianetwork.fm/","Milan","Italy","Top 40",128,"http://78.129.226.12:8086/listen.pls",,
"Radio Italia Uno","http://www.radioitalia1.it/","Padua","Italy","Top 40",128,"http://94.23.29.154:8013/listen.pls",,
"Radio Jackie","http://www.radiojackie.com/","Tolworth","United Kingdom","Classic Hits",128,"http://radiojackie.com:12614/listen.pls",128,"http://www.radiojackie.com:11278/listen.pls"
"Radio Jade","http://www.radiojade.de/","Wilhelmshaven","Germany","Local service",128,"http://streaming.radiojade.de/winamp.pls",,
"Radio Jard","http://www.jard.pl/","Białystok","Poland","Local service",320,"http://www.jard.pl/go1mp3.m3u",128,"http://www.jard.pl/go1aac.m3u"
"Radio Jard 2","http://www.jard.pl/","Białystok","Poland","Local service",256,"http://www.jard.pl/go2mp3.m3u",128,"http://www.jard.pl/go2aac.m3u"
"Radio Jasna Góra","http://www.radiojasnagora.pl/","Częstochowa","Poland","Local service",,,24,"http://shot4.inten.pl:8252/listen.pls"
"Radio JAT","http://www.radiojat.rs/","Belgrade","Serbia","Serbian pop music",,,32,"http://streaming.radiojat.rs:12121/listen.pls"
"Radio Jazz 89.1","http://www.radiojazzfm.ru/","Moscow","Russia","Jazz",128,"http://81.19.85.204/jazz128.mp3.m3u",,
"Radio Jcom","http://www.radiojcom.com/","Leeds","United Kingdom","Jewish Community radio",32,"http://icecast.commedia.org.uk:8000/radiojcom.mp3.m3u",,
"Rádio Jemné Melódie","http://www.jemnemelodie.sk/","Bratislava","Slovakia","Adult Contemporary",128,"http://www.jemnemelodie.sk:8000/listen.pls",,
"Radio Jeunes Reims","http://www.rjrradio.fr/","Reims","France","Variety",128,"http://stream.08informatique.com:8008/listen.pls",,
"Rádio Jihlava","http://www.radiojihlava.cz/","Jihlava","Czech Republic","Local service",,,32,"http://62.44.1.26:8000/RadioJihlava32.aac.m3u"
"Radio Judaica","http://www.radiorjl.com/","Lyon","France","Jewish programmes",128,"http://broadcast.infomaniak.ch/judaica-high.mp3.m3u",,
"Radio Jug","http://www.radiojug.com/","Fier","Albania","Pop/Local service",48,"http://84.20.77.50:8000/listen.pls",,
"Radio Jyväskylä","http://www.radiojkl.fi/","Turku","Finland","Rock (local service)",160,"http://www.radiojkl.fi/nettiradio/jkl.m3u",,
"Radio K.W.","http://www.radiokw.de/","Rheinberg","Germany","Hot Adult Contemporary",128,"http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radiokw/livestream.mp3.m3u",,
"Radio K2","http://www.radiok2.bg/","Sofia","Bulgaria","News/information",96,"http://radiok2.bg/radiok2.m3u",,
"Radio K4","http://www.radiokfor.com/","Priština (Kosovo)","Serbia","Top 40",128,"http://fm.radiokfor.com:8090/listen.pls",,
"Radio Kaiseregg","http://www.kaiseregg.ch/","Schwarzsee","Switzerland","80s Pop/rock",128,"http://streamer.kaiseregg.ch/listen.pls",,
"Radio Kaj","http://www.radio-kaj.hr/","Zagreb","Croatia","Kajkavian dialect programmes",128,"http://94.76.218.3:8014/listen.pls",,
"Radio Kampus","http://www.radiokampus.waw.pl/","Warsaw","Poland","None",,,48,"http://193.0.98.66:8002/listen.pls"
"Radio Karnaval","http://www.radiokarnaval.ru/","Moscow","Russia","Hot Adult Contemporary",128,"http://online.carnivalfm.ru/karnaval128.m3u",,
"Radio Kaszëbë","http://www.radiokaszebe.pl/","Władysławowo","Poland","Local service",64,"http://stream3.nadaje.com:8048/listen.pls",48,"http://stream2.nadaje.com:8060/listen.pls"
"Radio Kerry","http://www.radiokerry.ie/","Tralee","Ireland","Full service",128,"http://shoutcasthq.radiokerry.ie:8000/listen.pls",48,"http://shout01.powerstream.net:8000/listen.pls"
"Radio Kiepenkerl","http://www.radio-kiepenkerl.de/","Dülmen","Germany","Hot Adult Contemporary",112,"http://www.inparty-fm.de:8002/listen.pls",,
"Rádio Kiss","http://www.radiokiss.sk/","Košice","Slovakia","Top 40",128,"http://85.159.106.242:8000/kissmp3_128.mp3.m3u",,
"Radio Kiss Kiss","http://www.kisskiss.it/","Naples","Italy","Top 40",128,"http://players.creacast.com/creacast/kisskiss/playlist.pls",,
"Radio Kiss Kiss Italia","http://www.kisskissitalia.it/","Naples","Italy","Italian pop",128,"http://players.creacast.com/creacast/kisskiss_italia/playlist.pls",,
"Radio Kiss Kiss Napoli","http://www.kisskissnapoli.it/","Naples","Italy","None",128,"http://str2.creacast.com:80/kisskiss_napoli.m3u",,
"Radio KL Eurodom","http://www.radiokl.hr/","Split","Croatia","Pop/rock/talk",160,"http://c4.hostingcentar.com:7010/listen.pls",,
